Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgCs,PrgPs,PrgRs,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
530,Victor Bernth Kristiansen,dkDEN,DF,Leicester City,22-138,2002.0,28,28,"2,380",26.4,0,1,1,0,0,0,1,0,0.3,0.3,1.4,1.7,39,69,75,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06,Matches
531,Victor Lindelöf,seSWE,DF,Manchester Utd,30-290,1994.0,12,4,470,5.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
532,Virgil van Dijk,nlNED,DF,Liverpool,33-299,1991.0,34,34,"3,060",34.0,2,1,3,2,0,0,3,0,2.0,2.0,0.7,2.7,18,176,6,0.06,0.03,0.09,0.06,0.09,0.06,0.02,0.08,0.06,0.08,Matches
533,Vitaliy Mykolenko,uaUKR,DF,Everton,25-339,1999.0,31,31,"2,722",30.2,0,1,1,0,0,0,2,0,0.4,0.4,1.6,2.1,31,102,83,0.0,0.03,0.03,0.0,0.03,0.01,0.05,0.07,0.01,0.07,Matches
534,Vitaly Janelt,deGER,MF,Brentford,26-358,1998.0,32,27,"2,254",25.0,1,3,4,1,0,0,3,0,0.8,0.8,2.2,3.0,17,80,38,0.04,0.12,0.16,0.04,0.16,0.03,0.09,0.12,0.03,0.12,Matches
535,Vitezslav Jaros,czCZE,GK,Liverpool,23-284,2001.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
536,Vitor Reis,brBRA,DF,Manchester City,19-111,2006.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
537,Vladimír Coufal,czCZE,DF,West Ham,32-254,1992.0,18,9,865,9.6,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.8,15,32,25,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.09,0.02,0.09,Matches
538,Wataru Endo,jpJPN,MF,Liverpool,32-083,1993.0,17,0,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
539,Welington,brBRA,"DF,MF",Southampton,24-073,2001.0,7,3,215,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,3,6,10,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
540,Wes Burns,wlsWAL,"FW,DF",Ipswich Town,30-161,1994.0,18,12,926,10.3,0,1,1,0,0,0,1,0,0.5,0.5,1.6,2.2,38,8,65,0.0,0.1,0.1,0.0,0.1,0.05,0.16,0.21,0.05,0.21,Matches
541,Wesley Fofana,frFRA,DF,Chelsea,24-137,2000.0,14,14,"1,172",13.0,0,0,0,0,0,0,7,0,0.4,0.4,0.4,0.8,19,32,4,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.06,Matches
542,Wilfred Ndidi,ngNGA,MF,Leicester City,28-138,1996.0,25,25,"2,057",22.9,0,4,4,0,0,0,8,0,1.8,1.8,1.8,3.7,16,64,74,0.0,0.18,0.18,0.0,0.18,0.08,0.08,0.16,0.08,0.16,Matches
543,Will Alves,engENG,FW,Leicester City,20-089,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
544,Will Hughes,engENG,MF,Crystal Palace,30-016,1995.0,29,21,"1,869",20.8,0,3,3,0,0,0,11,0,1.0,1.0,2.7,3.7,18,82,24,0.0,0.14,0.14,0.0,0.14,0.05,0.13,0.18,0.05,0.18,Matches
545,Will Lankshear,engENG,"FW,MF",Tottenham,20-013,2005.0,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
546,William Osula,dkDEN,FW,Newcastle Utd,21-272,2003.0,12,0,104,1.2,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,2,12,0.87,0.0,0.87,0.87,0.87,0.1,0.08,0.18,0.1,0.18,Matches
547,William Saliba,frFRA,DF,Arsenal,24-040,2001.0,32,32,"2,814",31.3,2,0,2,2,0,0,2,1,2.3,2.3,0.9,3.1,16,134,6,0.06,0.0,0.06,0.06,0.06,0.07,0.03,0.1,0.07,0.1,Matches
548,William Smallbone,ieIRL,MF,Southampton,25-071,2000.0,14,6,612,6.8,1,0,1,1,0,0,1,0,0.4,0.4,0.6,1.1,5,23,21,0.15,0.0,0.15,0.15,0.15,0.06,0.09,0.16,0.06,0.16,Matches
549,Willian,brBRA,"FW,MF",Fulham,36-267,1988.0,8,2,226,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,8,36,29,0.0,0.0,0.0,0.0,0.0,0.11,0.18,0.29,0.11,0.29,Matches
550,Willy Boly,ciCIV,DF,Nott'ham Forest,34-089,1991.0,6,1,150,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
551,Wilson Odobert,frFRA,FW,Tottenham,20-156,2004.0,12,6,539,6.0,0,0,0,0,0,0,0,0,0.7,0.7,0.9,1.6,38,19,54,0.0,0.0,0.0,0.0,0.0,0.12,0.15,0.27,0.12,0.27,Matches
552,Wout Faes,beBEL,DF,Leicester City,27-030,1998.0,30,26,"2,455",27.3,1,0,1,1,0,0,4,0,1.4,1.4,0.1,1.5,12,74,1,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.05,0.05,0.05,Matches
553,Woyo Coulibaly,frFRA,DF,Leicester City,25-348,1999.0,4,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,3,2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
554,Yankuba Minteh,gmGAM,"FW,MF",Brighton,20-285,2004.0,28,16,"1,498",16.6,5,4,9,5,0,0,6,0,3.7,3.7,4.7,8.4,68,37,159,0.3,0.24,0.54,0.3,0.54,0.22,0.29,0.51,0.22,0.51,Matches
555,Yasin Ayari,seSWE,MF,Brighton,21-209,2003.0,30,19,"1,737",19.3,1,1,2,1,0,0,3,0,2.2,2.2,2.2,4.4,30,66,59,0.05,0.05,0.1,0.05,0.1,0.12,0.11,0.23,0.12,0.23,Matches
556,Yehor Yarmoliuk,uaUKR,MF,Brentford,21-063,2004.0,27,11,"1,129",12.5,0,0,0,0,0,0,5,0,0.6,0.6,0.4,1.0,14,48,43,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches
557,Yerson Mosquera,coCOL,DF,Wolves,24-001,2001.0,5,5,441,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0,7,0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches
558,Yoane Wissa,cdCOD,FW,Brentford,28-242,1996.0,31,30,"2,560",28.4,17,3,20,17,0,0,2,0,15.3,15.3,1.8,17.1,50,57,132,0.6,0.11,0.7,0.6,0.7,0.54,0.06,0.6,0.54,0.6,Matches
559,Youri Tielemans,beBEL,MF,Aston Villa,27-361,1997.0,34,34,"2,915",32.4,2,7,9,2,0,1,4,0,3.0,2.3,6.9,9.2,37,226,44,0.06,0.22,0.28,0.06,0.28,0.09,0.21,0.31,0.07,0.28,Matches
560,Youssef Chermiti,ptPOR,"FW,MF",Everton,20-344,2004.0,3,0,44,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,5,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches
561,Yukinari Sugawara,jpJPN,"DF,MF",Southampton,24-309,2000.0,29,15,"1,467",16.3,1,1,2,1,0,0,4,0,0.5,0.5,2.2,2.7,32,68,76,0.06,0.06,0.12,0.06,0.12,0.03,0.14,0.17,0.03,0.17,Matches
562,Yunus Emre Konak,trTUR,"FW,MF",Brentford,19-113,2006.0,9,0,41,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches
563,Yves Bissouma,mlMLI,MF,Tottenham,28-246,1996.0,24,15,"1,210",13.4,2,0,2,2,0,0,7,0,0.6,0.6,0.3,0.9,15,71,3,0.15,0.0,0.15,0.15,0.15,0.04,0.02,0.06,0.04,0.06,Matches
564,Zain Silcott-Duberry,msMSR,FW,Bournemouth,19-298,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
565,Álex Moreno,esESP,"DF,MF",Nott'ham Forest,31-329,1993.0,15,11,955,10.6,0,1,1,0,0,0,2,0,0.2,0.2,1.3,1.4,26,34,34,0.0,0.09,0.09,0.0,0.09,0.02,0.12,0.13,0.02,0.13,Matches
566,İlkay Gündoğan,deGER,MF,Manchester City,34-191,1990.0,31,23,"2,050",22.8,0,5,5,0,0,0,1,0,2.7,2.7,2.8,5.5,57,115,86,0.0,0.22,0.22,0.0,0.22,0.12,0.12,0.24,0.12,0.24,Matches
567,Łukasz Fabiański,plPOL,GK,West Ham,40-015,1985.0,13,12,"1,070",11.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
